Wine,Grape sort,Year,Region,Country,Acetoine,Acetaldehyde,Methanol,1-propanol,Ethyl lactate,Isobutanol,1-butanol,2-butanol,2-methyl-1-butanol,3-methyl-1-butanol,2-methyl-1-propanol,1-pentanol,1-hexanol,"2,3-butanediol",2-phenylethanol,3-(Methylthio)-1-propanol,Hexyl acetate,Ethyl octanoate,Diethyl succinate,2-phenylethyl acetate,Diethyl malate,Ethyl decanoate,Isoamyl alcohol,Isoamyl acetate,1-heptanol,Ethyl acetate,Isopropyl acetate,Isobutyl acetate,Ethyl butyrate,Ethyl hexanoate,Ethyl isovalerate,Pentyl acetate,Phenyl acetate,Ethyl caprylate,alpha-TERPINEOL,Linalool ,Nerol,Citronellol,Geraniol,1-octanol,Hexanoic acid,Octanoic acid,Decanoic acid,Propanoic acid,butyric acid,2-methylpropanoic acid,2-methylbutyric acid,3-methylbutyric acid,Dodecanoic acid,DOI,Descriptors,Herbs and spices,Tobacco/Smoke,Wood,Berries,Citrus,Fruits,Nuts,Coffee,Chocolate/Cacao,Flowers
Doppiozeta,Nero d’Avola,2017,Sicily, Italy,0.00048,0.00021,0,0.00035,0.00196,0.00079,7.00E-05,0,0,0,0,0,0.00152,7.00E-05,0,4.00E-05,0,0.00199,0.00235,8.00E-05,0,0.00022,0.0269,0.0016,0.00012,0.0198,0,0,0.00049,0.00351,0.00028,0,0,0,9.00E-05,0.00015,0,0,0,0,0.00011,0.0001,1.00E-05,0,0.0001,0,0,0,0,10.1016/j.foodchem.2017.07.116,"ripe fruits, spices, Mediterranean herbs, nuances of tobacco and coffee",1,1,0,0,0,1,0,1,0,0
Calura e Amuri,Nero d’Avola,2017,Sicily, Italy,0,5.00E-05,0,0.00031,0.00284,0.00442,0.00017,0,0,0,0,0,0.00142,0.0002,0,0.00015,7.00E-05,0.0234,0.0202,0.00046,0,0.00261,0.0939,0.00554,0.0002,0.0377,0,0,0.00213,0.0122,0.00136,0,0,0,0.00034,0.00029,0,0,0,0,0.00051,0.0017,0.00027,0,0.00042,0,0,0,0,10.1016/j.foodchem.2017.07.116,"cherries, raspberries, black currants and ripe plums, violets, wisteria, oak, yeast, spicy and earthy",1,0,1,1,0,1,0,0,0,1
Greatwall,Cabernet Sauvignon,2015,Loess Plateau, China,0,0,0,0,34.00022,2.47618,0,0,0,0,0,0,0,0,0,6.29429,0,0,0,0.03817,0,0.38484,1.67767,0.166,0.0502,1.6707,0,0,0,0.01533,0.00569,0,0,4.42023,5.00E-05,0.01256,0,0.0023,0,0,0,2.18302,0,0,1.2863,0,0,0,0,10.3390/molecules24061122,"ripe dark berries and fruits, vanilla, undergrowth, oak and black pepper",1,0,1,1,0,1,0,0,0,0
Voyager Estate,syrah,2006,Margaret River, Australia,0,0,0,0,366.5,0,2.625,0,40.15,161.25,26.75,0,2.03,0,26.35,0,0.005,0.378,0,0.035,0,0.127,0,0,0,164.4,0,0,0.305,0.369,0,0,0,0,0.008,0.015,0,0,0,0,1.84,1.48,0.224,0,0.433,0.929,0.335,0.438,0,10.1021/jf405731v,"ripe, rich, bramble fruit here, but lovely cool climate pepper and lighter, schistier nuances and a touch of leaf, earthy character. An edge of liquorice, but has a real juiciness",1,0,0,0,0,1,0,0,0,0
"Two Hands, Ares",syrah,2006,Barossa Valley, Australia,0,0,0,0,247.25,0,1.939,0,76,208.4,56.2,0,2.008,0,56.45,0,0.005,0.439,0,0.053,0,0.115,0,0,0,103.1,0,0,0.234,0.391,0,0,0,0,0.008,0.013,0,0,0,0,1.9,1.68,0.35,0,0.174,1.634,0.907,0.946,0,10.1021/jf405731v,"rich, multifaceted bouquet with aromas of violet, prunes, coffee beans, vanilla and roasted almonds",1,0,0,0,0,0,1,1,0,1
OLD CHINA HAND,Syrah,2014,Ningxia region, China,0,22.343,0,31.18,0,0,0,0,0,0,0,0,1.046,0,13.793,0,0.00331,0.275,11.311,0.0333,0,0.0991,123.435,0.408,0,52.086,0,0.0781,0.167,0.533,0.131,0,0,0,0.0146,0.0116,0.00898,0.00176,0.00613,0,1.489,0.65,0.122,0,0.55,0.73,0.564,0.564,0,10.3390/molecules22071045,"fresh berries, mulberries, raspberries and dark chocolate, leather",0,0,0,1,0,0,0,0,1,0
Chapter and Verse Reserve Syrah,Syrah,2014,Yunnan Shangri-La, China,0,31.905,0,38.252,0,0,0,0,0,0,0,0,1.279,0,9.628,0,0.00076,0.058,9.736,0.0203,0,0.0163,105.594,0.244,0,81.445,0,0.061,0.12,0.151,0.082,0,0,0,0.012,0.00181,0.0104,0.00066,0.00173,0,1.076,0.579,0.072,0,0.484,0.544,0.39,0.39,0,10.3390/molecules22071045,Tangy black pepper and racy red and blue fruit,1,0,0,0,0,1,0,0,0,0
Ailala,Treixadura,2012, Ourense, Spain,56,60,26,30,31,0,0,0,44,193,53,0,0.8,1026,26,0,0.32,0.83,0,0.11,0,0.09,0,0.9,0,56,0,0,0.15,0.52,0,0,0,0,0.00141,0.00361,0.0035,0,0.00535,0,3.57,3.36,0.51,0,1.98,0,0,0,0,10.1016/j.foodchem.2017.08.013,"clean and powerful with lemon yogurt, apricot flowers, white flowers and sea shells. Touch of mint, fennel and clove teeth. Ripe melon and sweet lemon.",0,0,0,0,1,1,0,0,0,1
The Flower and the Bee,Treixadura,2012, Ourense, Spain,40,42,26,32,50,0,0,0,44,181,59,0,0.8,878,27,0,0.24,0.9,0,0.13,0,0.13,0,0.9,0,74,0,0,0.12,0.46,0,0,0,0,0.0012,0.00386,0.00365,0,0.00724,0,3.65,3.55,0.68,0,1.97,0,0,0,0,10.1016/j.foodchem.2017.08.013,white flowers and balsamic,1,0,0,0,0,0,0,0,0,1
Ama Vida Treixadura,Treixadura,2013, Ourense, Spain,3,33,32,38,5,0,0,0,63,275,35,0,1.1,1080,58,0,0.21,0.65,0,0.52,0,0.21,0,1.2,0,27,0,0,0,0.48,0,0,0,0,0.0049,0.0043,0,0.0061,0.00372,0,2.92,2.52,0.72,0,1.54,0,0,0,0,10.1016/j.foodchem.2017.08.013,"peach, pear, apple, melon, green apple, citrus, lemon, grapefruit, lime, minerals, honey, stone, oak, butter, vanilla, pineapple, tropical, cream, oil, yeast, grass, gooseberry, hay, sage, pepper, rosemary, elderflower",1,0,1,1,1,1,0,0,0,1
Ramon do Casar,Treixadura,2013, Ourense, Spain,4,32,33,42,6,0,0,0,58,262,35,0,1.2,1050,51,0,0.35,0.64,0,0.44,0,0.23,0,1.1,0,28,0,0,0,0.46,0,0,0,0,0.00527,0.00461,0,0.00646,0.00353,0,2.97,2.72,0.78,0,1.63,0,0,0,0,10.1016/j.foodchem.2017.08.013,"citrus and herbal, grapefruit, herbs, fennel and rosemary, mimosa, white roses",1,0,0,0,1,0,0,0,0,1
Priorato de Razamonde,Treixadura,2014, Ourense, Spain,3,33,38,42,5,0,0,0,52,226,33,0,1.2,1119,38,0,0.38,0.47,0,0.18,0,0.16,0,1.7,0,34,0,0,0.1,0.28,0,0,0,0,0.00405,0.00724,0.00081,0.00902,0.00541,0,2.43,3.09,1.06,0,1.18,0,0,0,0,10.1016/j.foodchem.2017.08.013,"Fruity and slightly floral aroma. White fruits and bones like apple, peach, apricot and citrus.",0,0,0,0,1,1,0,0,0,1
Lua Jazz,Treixadura,2014, Ourense, Spain,3,32,37,40,6,0,0,0,46,208,30,0,1.3,964,30,0,0.32,0.53,0,0.15,0,0.18,0,1.5,0,32,0,0,0.09,0.31,0,0,0,0,0.00485,0.00735,0.00091,0.00934,0.00499,0,2.7,3.56,1.21,0,1.21,0,0,0,0,10.1016/j.foodchem.2017.08.013,"ripe fruits, baked goods and yeast",0,0,0,0,0,1,0,0,0,0
Monte Xanic,Colombard,2018,Napa,USA,0,0,0,0,0,10.34,0.96,0,0,0,0,0,0.77,1.5,0,0,0.02058,0.37304,0,0.29,0,0.27179,64.34,1.01,0,32.76,0,0,0,0.47748,0,0,0,0,0,0,0,0.00093,0,0,0,0,1.15,0,0.46,0,0,0,0,10.1016/j.fm.2020.103460,"pineapple, lime, lychee, guava, mango, green apple, banana, milky white flowers",0,0,0,0,1,1,0,0,0,1
La vie est belle,Colombard,2018,Napa,USA,0,0,0,0,0,34.26,0.84,0,0,0,0,0,0.61,0.32,0,0,0.00789,0.11313,0,0.14,0,0.08457,112.37,0.76,0,26.62,0,0,0,0.19664,0,0,0,0,0,0,0,0.00426,0,0,0,0,0.1,0,0.96,0,0,0,0,10.1016/j.fm.2020.103460,"grapefruit, citrus zest and white flowers",0,0,0,0,1,0,0,0,0,1
Funky Soul,Colombard,2018,Napa,USA,0,0,0,0,0,32.13,0.79,0,0,0,0,0,0.49,0.32,0,0,0.00649,0.10454,0,0.13,0,0.09006,104.49,0.62,0,24.18,0,0,0,0.22315,0,0,0,0,0,0,0,0.00542,0,0,0,0,0.2,0,1.24,0,0,0,0,10.1016/j.fm.2020.103460,"citrus fruits, gooseberries and blackcurrants",0,0,0,1,1,0,0,0,0,0
Monte Xanic,Colombard,2018,Napa,USA,0,0,0,0,0,12.96,1.92,0,0,0,0,0,1.19,0.75,0,0,0.01533,0.09452,0,2.75,0,0.10438,105.81,0.7,0,77.4,0,0,0,0.16918,0,0,0,0,0,0,0,0.00347,0,0,0,0,0.49,0,0.36,0,0,0,0,10.1016/j.fm.2020.103460,,0,0,0,1,0,0,0,0,0,0
Monte Xanic,Colombard,2018,Napa,USA,0,0,0,0,0,12.66,2.97,0,0,0,0,0,0.52,0.23,0,0,0.00244,0.02993,0,3.76,0,0.0697,57.93,0.26,0,81.25,0,0,0,0.05296,0,0,0,0,0,0,0,0.00398,0,0,0,0,0.21,0,0.62,0,0,0,0,10.1016/j.fm.2020.103460,,0,0,0,1,0,0,0,0,0,0
Monte Xanic,Colombard,2018,Napa,USA,0,0,0,0,0,19.53,3.28,0,0,0,0,0,0.7,0.69,0,0,0.00345,0.0327,0,3.4,0,0.07362,74.72,0.22,0,85.79,0,0,0,0.04802,0,0,0,0,0,0,0,0.00527,0,0,0,0,0.2,0,0.68,0,0,0,0,10.1016/j.fm.2020.103460,,0,0,0,1,0,0,0,0,0,0
Barramundi,Chardonnay,2015,Margaret River, Australia,0,0,0,0,0,0,0.669,0,0,0,0,0,0,0,0,0,0.0073,0,4.92,0.0045,0,0.793,0,2.858,0,25.528,0,0,0.27,1.445,0,0,0,0,0.0105,0.0918,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.108903,"a bouquet of fresh fruits such as pineapple, peach and apricot, subtle notes of oak, vanilla and iris",1,0,1,0,0,1,0,0,0,0
Copperstone Creek,Chardonnay,2015,Margaret River, Australia,0,0,0,0,0,0,0.865,0,0,0,0,0,0,0,0,0,0.0088,0,4,0.0047,0,0.669,0,2.411,0,32.603,0,0,0.27,1.264,0,0,0,0,0.0117,0.0844,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.108903,"peach, apricot and pear, notes of citrus and white flowers",0,0,0,0,1,1,0,0,0,1
Lakefield,Chardonnay,2015,Margaret River, Australia,0,0,0,0,0,0,0.585,0,0,0,0,0,0,0,0,0,0.0037,0,7.367,0.003,0,0.723,0,1.367,0,26.464,0,0,0.248,1.114,0,0,0,0,0.0122,0.0912,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.108903,tropical and stone fruits,0,0,0,0,0,1,0,0,0,0
Bear Crossing,Chardonnay,2015,Yarra Valley, Australia,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.0043,0,7.355,0.0032,0,0.988,0,1.873,0,23.078,0,0,0.292,1.53,0,0,0,0,0.0164,0.0991,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.108903,"floral-fruity, mallow, peach and overripe apple, honey, white bread and nutmeg, freshness, white flowers and lemon, and liveliness and piquancy - white pepper and cumin.",1,0,0,0,1,1,0,0,0,1
Bin 65,Chardonnay,2015,Yarra Valley, Australia,0,0,0,0,0,0,0.602,0,0,0,0,0,0,0,0,0,0.0079,0,5.744,0.004,0,0.815,0,2.409,0,31.178,0,0,0.374,1.623,0,0,0,0,0.0159,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.108903,"peach, pear and minerals",0,0,0,0,0,1,0,0,0,0
The 12th Man,Chardonnay,2015,Yarra Valley, Australia,0,0,0,0,0,0,0.586,0,0,0,0,0,0,0,0,0,0.0035,0,7.009,0.0024,0,0.678,0,1.645,0,22.573,0,0,0.249,1.309,0,0,0,0,0.0091,0.0971,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.108903,"lemon peel, white peach, grapefruit juice, oak, cedar, brioche and cashew",0,0,1,0,1,1,0,0,0,0
Discovery,syrah,2014,Barossa Valley, Australia,0,0,0,0,0,0,1.592,0,0,0,0,0,0,0,32.126,0,0.0126,0.671,0,0.0045,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0.0089,0.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.108903,"black pepper and blackberry combine with notes of black olives, sea salt, burnt oak, sweet spices, red currants, plums",1,0,1,1,0,1,0,0,0,0
Yarra Valley Reserve,syrah,2014,Barossa Valley, Australia,0,0,0,0,0,0,1.244,0,0,0,0,0,0,0,40.06,0,0.0166,0.688,0,0.0063,0,0,0,0,0,0,0,0,0.281,0,0,0,0,0,0.0075,0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.108903,"dark fruits, earl grey, capers, cardamom and spices",1,0,0,0,0,1,0,0,0,0
Clarendone Hills,syrah,2014,McLaren Vale, Australia,0,0,0,0,0,0,1.233,0,0,0,0,0,0,0,43.761,0,0.0141,0.607,0,0.0045,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0.0087,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.108903,"crushed stone, acacia flowers, blueberries, pepper, roasted coffee beans and spices",1,0,0,1,0,0,0,1,0,1
Que Syrah Syrah,syrah,2014,McLaren Vale, Australia,0,0,0,0,0,0,1.136,0,0,0,0,0,0,0,38.688,0,0.0135,0.511,0,0.0036,0,0,0,0,0,0,0,0,0.213,0,0,0,0,0,0.0103,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodres.2019.108903,"ripe cherries, berry nuances and undertones of spice",1,0,0,1,0,0,0,0,0,0
La Rocca,Garganega,2015,Verona, Italy,0,0,0,0,1.521,0,0,0,206.748,206.748,19.957,0,1.222,7.643,47.393,0,0.322,1.927,0.312,0.679,0,1.441,0,0,0,0,0,0,0,1.025,0,0,0,0,0.0008,0.0036,0.021,0,0.0053,0,5.621,11.131,3.971,0,0.47,0.898,0,0.745,0,10.1016/j.foodchem.2018.04.116,"tones of flowers, white fruits, citruses with hints of almond. The taste is refreshing with a slight sweetness of exotic fruits in the aftertaste.",0,0,0,1,1,1,1,0,0,1
Villa Erbice,Garganega,2015,Verona, Italy,0,0,0,0,1.284,0,0,0,240.285,240.285,24.856,0,1.67,5.977,43.394,0,0.204,1.671,0.279,0.366,0,1.451,0,0,0,0,0,0,0,0.992,0,0,0,0,0,0,0,0,0,0,5.099,8.368,2.811,0,0.4,0.868,0,0.656,0,10.1016/j.foodchem.2018.04.116,"deer flowers, yellow apple, bitter almonds, nectarine, cherries and minerals",0,0,0,1,0,1,1,0,0,1
Brigaldara,Garganega,2015,Verona, Italy,0,0,0,0,1.334,0,0,0,200.394,200.394,22.698,0,1.46,5.042,40.004,0,0.212,1.706,0.316,0.443,0,1.118,0,0,0,0,0,0,0,1.017,0,0,0,0,0.0011,0.0065,0.0279,0,0.0075,0,4.666,9.502,3.181,0,0.445,0.845,0,0.605,0,10.1016/j.foodchem.2018.04.116,"tropical fruits, citrus and gooseberries",0,0,0,1,1,1,0,0,0,0
Gerard Bertrand,Syrah,2013,Toulouse, France,11.052,0.816,0,0,195.585,63.758,0.781,0,0,0,0,0,1.849,0,39.602,0,0.01,0.191,16.74,0.0041,0,0.02,334.668,0.111,0,64.955,0,0.0087,0.03,0.586,0.042,0,0,0,0.011,0.0067,0,0.0012,0.0013,0,1.382,1.666,0.247,0,0.186,0,0,0,0,10.1021/acs.jafc.0c04328,"ripe berries (blackberries, blackcurrants, cherries) with a thin coating of minerality",0,0,0,1,0,0,0,0,0,0
Syrah Secret de Famille,Syrah,2015,Toulouse, France,22.41,0.333,0,0,160.072,25.701,0.921,0,0,0,0,0,1.864,0,24.696,0,0.01,0.277,17.949,0.0056,0,0.02,219.489,0.19,0,76.925,0,0.0058,0.03,0.744,0.022,0,0,0,0.0081,0.0079,0,0.0021,0.0015,0,1.684,1.915,0.433,0,0.186,0,0,0,0,10.1021/acs.jafc.0c04328,"intense and bright, with a bouquet of dark fruits such as blackberry and black cherry, complemented by hints of vanilla, clove and black pepper.",1,0,0,1,0,1,0,0,0,0
Festigia,Cabernet Sauvignon,2018,Mandicevac, Croatia,0,0,0,0,0,0,1.06,0,0,0,0,0,0.0424,0.3,186,0,0,0.2107,0.73,0.0723,0,0.0734,3.98,0,0,0,0,0,0,0.0667,0,0,0,0,0.0159,0,0.0051,0.0242,0,0.0144,0,0.0256,0.0654,0,0,0,0,0,0,10.3390/molecules26040874,"dark fruit, blackberry, plum, blackcurrant",0,0,0,1,0,1,0,0,0,0
Krauthaker,Cabernet Sauvignon,2018,Mandicevac, Croatia,0,0,0,0,0,0,0.91,0,0,0,0,0,0.0448,0.45,1.92,0,0,0.1514,1.01,0.0523,0,0.0369,5.82,0,0,0,0,0,0,0.0377,0,0,0,0,0.0286,0,0.0083,0.0307,0,0.0185,0,0.0409,0.0577,0,0,0,0,0,0,10.3390/molecules26040874,"fruit, balsamic, cedar and leather",0,0,0,0,0,1,1,0,0,0
Korlat Vina,Cabernet Sauvignon,2018,Mandicevac, Croatia,0,0,0,0,0,0,1.43,0,0,0,0,0,0.0442,0.54,1.96,0,0,0.1559,1.17,0.0739,0,0.0369,5.95,0,0,0,0,0,0,0.0406,0,0,0,0,0.0293,0,0.0085,0.0356,0,0.02,0,0.0405,0.0674,0,0,0,0,0,0,10.3390/molecules26040874,"plum, blueberry, black currant and a discrete spicy note",1,0,0,1,0,1,0,0,0,0
Vina Laguna,Cabernet Sauvignon,2018,Mandicevac, Croatia,0,0,0,0,0,0,1.52,0,0,0,0,0,0.0443,0.7,2.25,0,0,0.1772,1.18,0.0839,0,0.0401,6.65,0,0,0,0,0,0,0.0491,0,0,0,0,0.0358,0,0.0087,0.0446,0,0.0221,0,0.0532,0.0718,0,0,0,0,0,0,10.3390/molecules26040874,"black currants and blueberries, black pepper and spicy spices",1,0,0,1,0,0,0,0,0,0
Saltwater,Cabernet Sauvignon,2018,Mandicevac, Croatia,0,0,0,0,0,0,1.75,0,0,0,0,0,0.047,0.96,2.3,0,0,0.1745,1.44,0.0915,0,0.0467,7.16,0,0,0,0,0,0,0.0496,0,0,0,0,0.0355,0,0.0098,0.0475,0,0.0244,0,0.0601,0.1765,0,0,0,0,0,0,10.3390/molecules26040874,"floral, violet, red fruit notes, blackberry and red currant, green pepper and mint",1,0,0,1,0,1,0,0,0,1
Zlatno Brdo,Cabernet Sauvignon,2018,Mandicevac, Croatia,0,0,0,0,0,0,0.57,0,0,0,0,0,0.0137,0.38,1.39,0,0,0.151,0.95,0.0515,0,0.027,3,0,0,0,0,0,0,0.0213,0,0,0,0,0.0218,0,0.0053,0.0255,0,0.013,0,0.0421,0.0774,0,0,0,0,0,0,10.3390/molecules26040874,"black berries and plums, the taste of vanilla and the smell of red pepper and smoke",1,1,0,1,0,1,0,0,0,0
Josic Ciconia Nigra,Cabernet Sauvignon,2018,Mandicevac, Croatia,0,0,0,0,0,0,0.62,0,0,0,0,0,0.0151,0.46,1.58,0,0,0.1518,1.21,0.0639,0,0.0302,4.59,0,0,0,0,0,0,0.304,0,0,0,0,0.0222,0,0.0059,0.0264,0,0.0179,0,0.0502,0.0817,0,0,0,0,0,0,10.3390/molecules26040874,"blueberry, black fruit, vanilla, chocolate, cherry",1,0,0,1,0,1,0,0,1,1
Principe di Granatey,Catarratto bianco lucido,2019, Sicily, Italy,0,0,0,0,0,0,0,0,0,46.36,5.17,0,0,4.89,0,0,0,0.57,0,2.33,0,0.08,0,4.23,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.28,3.6,0,0,0,0,0,0,0,10.1016/j.ijfoodmicro.2021.109325,"Persistency, floral, orange flowers, fruity, peach, apricot, plum, green apple, citrus fruits, grapefruit, tropical fruits, pineapple, banana, tamarind, strawberry, licorice, anice, caramel, honey, wax, bread crust, box  tree, cat pee",1,0,0,0,1,1,0,0,0,1
Resilience,Catarratto bianco lucido,2019, Sicily, Italy,0,0,0,0,0,0,0,0,0,52.17,5.55,0,0,3.9,0,0,0,0,0,0.24,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,4.36,0,0,0,0,0,0,0,10.1016/j.ijfoodmicro.2021.109325,"kiwi and melon, complemented by notes of elderberry",0,0,0,1,0,1,0,0,0,0
Lucido,Catarratto bianco lucido,2019, Sicily, Italy,0,0,0,0,0,0,0,0,0,50.18,9.66,0,0,3.72,0,0,0,0,0,0.22,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,4.75,0,0,0,0,0,0,0,10.1016/j.ijfoodmicro.2021.109325,"Mediterranean aromatic herbs, yellow flowers, notes of exotic and candied citrus fruits",1,0,0,0,1,1,0,0,0,1
Sibiliana Eughenes,Catarratto bianco lucido,2019, Sicily, Italy,0,0,0,0,0,0,0,0,0,59.87,4.3,0,0,4.31,0,0,0,0,0,0.14,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,10.1016/j.ijfoodmicro.2021.109325,"iris, not-too-ripe fruit and finally citrus fruits",0,0,0,0,1,1,0,0,0,1
Augustali Cataratto il Suolo,Catarratto bianco lucido,2019, Sicily, Italy,0,0,0,0,0,0,0,0,0,43.86,5.81,0,0,5.63,0,0,0,0,0,0.55,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4.06,0,0,0,0,0,0,0,10.1016/j.ijfoodmicro.2021.109325,citrus-like lemon peel; herbaceous and tropical fruit hints,1,0,0,0,1,1,0,0,0,0
Alessandro di Camporeale,Catarratto bianco lucido,2019, Sicily, Italy,0,0,0,0,0,0,0,0,0,43.06,9.22,0,0,7.23,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,10.1016/j.ijfoodmicro.2021.109325,"fruity and floral bouquet, with hints of white flowers, lemon peel and green apple is complemented by a spicy and mineral finish, in which emerge notes of white pepper and flint.",1,0,0,0,1,1,0,0,0,1
Donnafugata Anthilia,Catarratto bianco lucido,2019, Sicily, Italy,0,0,0,0,0,0,0,0,0,42.49,5.16,0,0,4.69,0,0,0,0,0,0.16,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,4.54,0,0,0,0,0,0,0,10.1016/j.ijfoodmicro.2021.109325,"fresh, fragrant bouquet with notes of white-fleshed fruit combined with hints of wild flowers.",0,0,0,0,0,1,0,0,0,1
Cantine Paolini 72 Filara,Catarratto bianco lucido,2019, Sicily, Italy,0,0,0,0,0,0,0,0,0,41.62,7.11,0,0,5.04,0,0,0,0,0,0.16,0,0,0,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,5.19,0,0,0,0,0,0,0,10.1016/j.ijfoodmicro.2021.109325,citrus sensations lightly vanilla essenc,1,0,0,0,1,0,0,0,0,0
Raices,Airen,2011,Castilla-La Mancha, Spain,0,0.0783,0.0197,0.0167,0.00821,0.0304,0.0131,0,0.063,0.152,0.234,0.00342,0.233,0,0.0134,0,0.0716,0.00252,0.252,0.715,0.0491,0.851,0,0.00133,0.00761,0.0329,0,0,0.0936,0.768,0.00238,0,0,0,0.00189,0.00484,0,0,0,0.00419,0.941,0.00261,0.00108,0,0.00968,0,0,0,0,10.1021/jf202679y,"Subtle tones of fruit - pear, apple and field herbs in the aroma. Well balanced, fresh and fruity taste, long aftertaste.",1,0,0,0,0,1,0,0,0,0
Puzo,Airen,2011,Castilla-La Mancha, Spain,0,0.076,0.0271,0.02,0.0238,0.0253,0.0132,0,0.077,0.141,0.119,0.0035,0.382,0,0.00725,0,0.0904,0.00164,0.256,0.493,0.0287,0.644,0,0.00062,0.00815,0.0323,0,0,0.0609,0.587,0.00147,0,0,0,0.0012,0.00433,0,0.00127,0,0.0016,0.655,0.00149,0.00073,0,0.00901,0,0,0,0,10.1021/jf202679y,"citrus fruits, Mediterranean herbs and sea breeze",1,0,0,0,1,0,0,0,0,0
Toro De Castilla,Airen,2011,Castilla-La Mancha, Spain,0,0.0782,0.0364,0.0169,0.0271,0.0212,0.0106,0,0.0677,0.114,0.0914,0.00734,0.383,0,0.00627,0,0.1,0.00174,0.329,0.437,0.0259,0.807,0,0.00055,0.00161,0.0287,0,0,0.071,0.545,0.00291,0,0,0,0.00152,0.00343,0,0.00259,0,0.00302,0.637,0.00143,0.00072,0,0.00845,0,0,0,0,10.1021/jf202679y,fruity and herbal tones,1,0,0,0,0,1,0,0,0,0
Taso Real,Airen,2006,Castilla-La Mancha, Spain,0,0,0,4,6,131,0.492,2.169,0,0,0,0,0.322,0,44,0,0.072,0.65,1.687,0.553,0,0.053,267,2.65,0,33,0.038,0.154,0.168,0.879,0,0,0,0,0.08,0.021,0,0,0,0,2.501,0.716,0.144,0,0,0,0,0,0,10.1007/s10529-006-9038-2,"fresh, harmonious, with notes of hazelnut",0,0,0,0,0,0,1,0,0,0
Isla Oro Airen,Airen,2006,Castilla-La Mancha, Spain,0,0,0,20,14,425,2.421,8.093,0,0,0,0,0.761,0,92,0,0.09,1.131,2.64,0.871,0,0.032,632,3.605,0,73,0.077,0.311,0.35,1.535,0,0,0,0,0.11,0.03,0,0,0,0,5.783,1.31,0.217,0,0,0,0,0,0,10.1007/s10529-006-9038-2,"Fresh, banana and pineapple",0,0,0,0,0,1,0,0,0,0
Isla Oro Macabeo,Macabeo,2006,Castilla-La Mancha, Spain,0,0,0,9,21,229,1.334,3.755,0,0,0,0,0.817,0,125,0,0.176,0.535,4.845,0.951,0,0.023,492,3.186,0,69,0.032,0.194,0.23,0.921,0,0,0,0,0.115,0.064,0,0,0,0,2.532,0.663,0.309,0,0,0,0,0,0,10.1007/s10529-006-9038-2,"intense and fruity, with dominant aromas of green apple and hints of pear, lemon and white flowers",0,0,0,0,1,1,0,0,0,1
El Circo,Macabeo,2006,Castilla-La Mancha, Spain,0,0,0,8,14,181,1.071,1.866,0,0,0,0,0.61,0,83,0,0.143,0.404,2.709,0.584,0,0,383,1.824,0,55,0.035,0.114,0.149,0.543,0,0,0,0,0.055,0.035,0,0,0,0,2.179,0.688,0.228,0,0,0,0,0,0,10.1007/s10529-006-9038-2,"stone fruits such as peach and apricot, and citrus fruits",0,0,0,0,1,1,0,0,0,0
